ego_start_x,ego_start_speed,target_start_x,target_start_speed,target_decel,target_decel_trigger
93.0,95.0,255.0,10.0,-2.5,37.0
5.0,95.0,130.0,45.0,-2.0,35.0
57.0,75.0,115.0,55.0,-2.5,25.0
161.0,30.0,55.0,25.0,-5.0,27.0
87.0,20.0,225.0,25.0,-2.0,13.0
189.0,90.0,300.0,100.0,-5.0,31.0
175.0,40.0,290.0,40.0,-0.5,26.0
87.0,40.0,115.0,10.0,-2.0,20.0
105.0,120.0,200.0,95.0,-2.5,34.0
17.0,60.0,245.0,85.0,-2.5,20.0
75.0,10.0,160.0,85.0,0.0,21.0
21.0,135.0,55.0,75.0,-3.5,34.0
3.0,50.0,95.0,100.0,-2.0,23.0
7.0,5.0,270.0,85.0,-1.5,27.0
117.0,25.0,270.0,5.0,-5.5,34.0
47.0,145.0,55.0,50.0,-4.5,23.0
19.0,90.0,175.0,70.0,-1.0,26.0
187.0,75.0,110.0,55.0,-3.5,30.0
105.0,30.0,70.0,85.0,-0.5,20.0
71.0,50.0,35.0,100.0,-2.0,18.0
3.0,145.0,215.0,95.0,-4.0,25.0
51.0,50.0,105.0,75.0,-2.5,17.0
149.0,90.0,240.0,25.0,-5.5,37.0
183.0,5.0,120.0,5.0,-2.5,23.0
199.0,65.0,60.0,15.0,-5.5,38.0
55.0,50.0,250.0,30.0,-3.0,39.0
151.0,65.0,190.0,20.0,-4.0,30.0
61.0,115.0,40.0,40.0,-3.0,31.0
169.0,140.0,220.0,15.0,-4.0,21.0
29.0,90.0,200.0,20.0,-2.5,13.0
11.0,20.0,260.0,60.0,-3.5,29.0
7.0,15.0,35.0,100.0,-4.0,20.0
35.0,100.0,220.0,80.0,-5.0,37.0
61.0,115.0,75.0,5.0,-3.5,19.0
157.0,35.0,225.0,80.0,-1.0,18.0
29.0,65.0,55.0,75.0,-3.5,29.0
77.0,50.0,95.0,30.0,-5.5,28.0
63.0,85.0,35.0,35.0,-2.0,23.0
61.0,60.0,115.0,10.0,-3.5,14.0
41.0,150.0,190.0,65.0,-2.0,16.0
153.0,25.0,145.0,0.0,-5.5,22.0
169.0,105.0,160.0,40.0,-1.0,30.0
177.0,120.0,300.0,50.0,-2.5,23.0
25.0,150.0,65.0,70.0,-5.0,32.0
115.0,20.0,145.0,45.0,-1.0,34.0
59.0,90.0,125.0,25.0,-0.5,28.0
67.0,65.0,255.0,20.0,-2.0,16.0
35.0,130.0,75.0,55.0,-3.5,29.0
73.0,20.0,195.0,85.0,-5.5,31.0
47.0,150.0,40.0,30.0,0.0,32.0
65.0,55.0,250.0,45.0,-4.0,30.0
61.0,105.0,280.0,45.0,-2.0,34.0
113.0,0.0,105.0,95.0,-4.5,21.0
85.0,20.0,75.0,10.0,-1.0,40.0
101.0,90.0,65.0,45.0,-4.5,14.0
103.0,5.0,275.0,60.0,-1.0,15.0
21.0,145.0,115.0,70.0,-3.5,18.0
5.0,0.0,40.0,50.0,-2.5,12.0
31.0,60.0,220.0,65.0,-4.5,25.0
37.0,0.0,85.0,80.0,-2.5,15.0
147.0,70.0,215.0,20.0,-2.5,25.0
67.0,75.0,125.0,35.0,-4.0,35.0
3.0,35.0,245.0,75.0,-2.0,37.0
161.0,75.0,210.0,40.0,-1.5,24.0
97.0,105.0,40.0,60.0,-1.5,27.0
111.0,15.0,165.0,10.0,-1.0,31.0
123.0,15.0,240.0,40.0,-6.0,18.0
57.0,80.0,75.0,45.0,-2.5,14.0
141.0,55.0,230.0,50.0,-1.0,39.0
115.0,75.0,115.0,50.0,-5.5,34.0
51.0,50.0,240.0,60.0,-3.0,31.0
71.0,35.0,140.0,35.0,-2.5,22.0
79.0,60.0,185.0,65.0,-5.0,24.0
31.0,135.0,135.0,55.0,-5.0,21.0
49.0,45.0,105.0,15.0,-5.0,30.0
75.0,50.0,90.0,75.0,-5.5,29.0
133.0,130.0,300.0,40.0,-4.0,34.0
107.0,135.0,45.0,30.0,-2.5,29.0
9.0,45.0,65.0,55.0,0.0,38.0
91.0,125.0,40.0,35.0,0.0,36.0
15.0,35.0,180.0,30.0,-3.5,28.0
135.0,80.0,245.0,80.0,-1.5,19.0
3.0,120.0,135.0,15.0,-4.5,12.0
61.0,130.0,85.0,20.0,-2.5,39.0
101.0,20.0,100.0,95.0,-5.0,19.0
115.0,115.0,215.0,50.0,-1.0,29.0
31.0,120.0,240.0,30.0,-5.5,12.0
27.0,115.0,95.0,45.0,-3.0,18.0
137.0,0.0,160.0,50.0,0.0,19.0
181.0,20.0,195.0,10.0,-5.0,14.0
83.0,75.0,130.0,75.0,-2.0,32.0
185.0,105.0,245.0,80.0,-5.5,17.0
89.0,70.0,60.0,35.0,-1.5,25.0
73.0,40.0,245.0,5.0,-5.5,28.0
149.0,5.0,55.0,80.0,-0.5,35.0
131.0,145.0,300.0,95.0,-6.0,23.0
83.0,100.0,55.0,20.0,-5.0,17.0
183.0,110.0,285.0,40.0,-4.5,20.0
43.0,20.0,280.0,70.0,-6.0,35.0
169.0,135.0,125.0,10.0,-1.0,31.0
161.0,25.0,50.0,90.0,-2.5,23.0
187.0,130.0,100.0,55.0,-1.5,36.0
21.0,60.0,130.0,60.0,-5.0,17.0
167.0,110.0,270.0,10.0,-2.0,25.0
137.0,90.0,55.0,70.0,-1.0,17.0
29.0,10.0,140.0,75.0,-5.0,30.0
181.0,105.0,275.0,10.0,-5.5,17.0
195.0,95.0,280.0,25.0,-5.5,16.0
55.0,45.0,195.0,20.0,0.0,30.0
163.0,90.0,245.0,50.0,-4.5,22.0
123.0,75.0,155.0,75.0,-0.5,28.0
101.0,15.0,210.0,85.0,-5.0,33.0
143.0,15.0,175.0,90.0,-4.5,17.0
97.0,20.0,135.0,55.0,-5.5,17.0
133.0,70.0,250.0,85.0,-3.0,36.0
101.0,35.0,65.0,25.0,-0.5,35.0
103.0,10.0,225.0,90.0,-4.0,23.0
75.0,10.0,105.0,90.0,-1.5,37.0
121.0,70.0,220.0,95.0,-0.5,16.0
79.0,45.0,260.0,90.0,-2.5,28.0
13.0,95.0,185.0,70.0,-5.5,22.0
155.0,115.0,250.0,15.0,0.0,16.0
189.0,10.0,70.0,30.0,-1.0,39.0
185.0,120.0,160.0,75.0,-2.5,38.0
93.0,70.0,240.0,65.0,-2.5,29.0
73.0,15.0,150.0,5.0,-0.5,32.0
101.0,130.0,55.0,70.0,-5.5,27.0
191.0,10.0,155.0,35.0,-3.0,39.0
79.0,130.0,135.0,80.0,-3.5,37.0
125.0,140.0,160.0,25.0,-1.5,19.0
105.0,140.0,185.0,5.0,-4.5,27.0
45.0,25.0,110.0,95.0,-0.5,34.0
163.0,75.0,80.0,25.0,-2.0,38.0
179.0,125.0,80.0,5.0,-5.0,17.0
147.0,55.0,145.0,30.0,-3.0,23.0
133.0,80.0,80.0,90.0,-5.5,21.0
85.0,125.0,115.0,50.0,-2.0,22.0
175.0,40.0,110.0,100.0,-4.5,29.0
79.0,85.0,45.0,10.0,-0.5,29.0
113.0,140.0,300.0,100.0,-4.0,25.0
45.0,35.0,105.0,90.0,-5.0,28.0
107.0,80.0,240.0,80.0,-2.5,20.0
199.0,120.0,90.0,60.0,-5.5,18.0
151.0,60.0,165.0,80.0,-4.5,26.0
151.0,130.0,255.0,35.0,-3.5,19.0
115.0,65.0,100.0,10.0,-1.5,34.0
51.0,115.0,225.0,75.0,-2.5,16.0
49.0,45.0,65.0,5.0,-1.0,40.0
197.0,55.0,140.0,70.0,-2.5,14.0
23.0,50.0,250.0,10.0,-1.0,37.0
57.0,15.0,275.0,65.0,-1.5,17.0
23.0,60.0,250.0,95.0,-4.0,34.0
95.0,10.0,210.0,90.0,-4.0,15.0
191.0,80.0,250.0,95.0,-4.5,32.0
71.0,40.0,35.0,15.0,-4.0,25.0
141.0,140.0,180.0,55.0,-5.0,37.0
185.0,135.0,155.0,60.0,-0.5,35.0
171.0,130.0,125.0,80.0,-4.0,16.0
31.0,75.0,225.0,10.0,-5.5,35.0
59.0,85.0,165.0,15.0,-3.0,15.0
167.0,0.0,220.0,80.0,-3.0,29.0
177.0,75.0,150.0,0.0,-5.0,33.0
59.0,45.0,90.0,55.0,-0.5,13.0
13.0,55.0,235.0,100.0,-4.5,19.0
153.0,105.0,265.0,55.0,-1.5,26.0
43.0,65.0,230.0,10.0,-1.5,17.0
119.0,25.0,70.0,30.0,-2.5,13.0
197.0,15.0,295.0,60.0,-5.0,39.0
3.0,125.0,185.0,90.0,-3.5,24.0
33.0,90.0,165.0,20.0,-5.5,31.0
185.0,65.0,220.0,25.0,-0.5,24.0
111.0,105.0,255.0,45.0,-1.0,37.0
67.0,40.0,235.0,65.0,-4.0,19.0
181.0,145.0,110.0,75.0,-5.0,38.0
177.0,5.0,115.0,30.0,0.0,21.0
61.0,30.0,165.0,20.0,-2.5,37.0
99.0,105.0,155.0,65.0,-4.0,29.0
143.0,145.0,280.0,85.0,-5.0,22.0
153.0,35.0,140.0,95.0,-5.0,29.0
119.0,35.0,135.0,65.0,-1.0,40.0
125.0,85.0,60.0,40.0,0.0,16.0
173.0,105.0,260.0,20.0,-4.0,25.0
33.0,65.0,55.0,10.0,-4.5,18.0
163.0,0.0,120.0,60.0,-4.5,39.0
117.0,80.0,145.0,65.0,-4.5,21.0
129.0,95.0,235.0,85.0,-6.0,26.0
135.0,10.0,290.0,95.0,-5.0,17.0
123.0,15.0,85.0,5.0,-5.5,37.0
123.0,30.0,95.0,30.0,-5.0,23.0
139.0,35.0,95.0,100.0,-0.5,16.0
145.0,75.0,260.0,70.0,-5.0,38.0
159.0,110.0,90.0,75.0,0.0,23.0
107.0,75.0,140.0,45.0,-1.0,27.0
179.0,110.0,275.0,35.0,-0.5,14.0
87.0,150.0,90.0,85.0,-0.5,39.0
53.0,140.0,145.0,80.0,-5.0,34.0
13.0,130.0,65.0,80.0,-1.5,19.0
121.0,85.0,220.0,80.0,-4.0,19.0
53.0,125.0,105.0,60.0,-6.0,29.0
39.0,55.0,225.0,10.0,-2.0,22.0
27.0,70.0,75.0,95.0,-3.0,38.0
53.0,125.0,145.0,95.0,-0.5,23.0
165.0,30.0,80.0,5.0,-2.5,26.0
75.0,120.0,235.0,95.0,-3.5,36.0
113.0,5.0,215.0,55.0,-3.5,15.0
139.0,45.0,155.0,75.0,-1.5,33.0
9.0,10.0,210.0,80.0,-4.0,27.0
41.0,55.0,140.0,75.0,0.0,16.0
177.0,45.0,50.0,60.0,-4.0,14.0
55.0,35.0,75.0,75.0,-3.5,22.0
167.0,130.0,210.0,10.0,-0.5,14.0
65.0,45.0,160.0,60.0,-1.0,33.0
123.0,120.0,135.0,15.0,-1.5,20.0
113.0,80.0,100.0,95.0,-1.0,31.0
77.0,150.0,105.0,10.0,-1.0,18.0
189.0,25.0,275.0,35.0,-6.0,37.0
45.0,35.0,95.0,30.0,-5.0,40.0
31.0,150.0,205.0,10.0,-3.5,39.0
179.0,25.0,95.0,85.0,-3.0,14.0
81.0,110.0,280.0,75.0,-2.5,24.0
183.0,90.0,180.0,85.0,-5.0,33.0
5.0,25.0,80.0,70.0,-1.0,13.0
81.0,100.0,295.0,10.0,-4.5,28.0
83.0,45.0,120.0,90.0,-4.0,32.0
145.0,110.0,50.0,75.0,-2.0,34.0
33.0,145.0,80.0,15.0,-5.0,39.0
53.0,100.0,210.0,100.0,-5.5,34.0
47.0,140.0,245.0,20.0,-5.5,28.0
161.0,110.0,45.0,5.0,-4.0,26.0
99.0,15.0,270.0,40.0,-0.5,27.0
55.0,105.0,195.0,20.0,-1.5,32.0
133.0,5.0,135.0,30.0,-0.5,19.0
97.0,100.0,280.0,65.0,-3.5,24.0
159.0,135.0,280.0,65.0,-2.0,23.0
189.0,75.0,130.0,80.0,-4.5,38.0
61.0,60.0,295.0,65.0,0.0,15.0
191.0,15.0,70.0,75.0,-4.5,36.0
179.0,15.0,100.0,10.0,-4.5,28.0
17.0,70.0,90.0,15.0,-5.5,15.0
11.0,115.0,90.0,30.0,-0.5,22.0
95.0,110.0,245.0,70.0,-5.0,24.0
75.0,20.0,290.0,25.0,-4.5,39.0
67.0,115.0,290.0,20.0,-6.0,37.0
1.0,20.0,35.0,40.0,-1.5,36.0
117.0,130.0,300.0,35.0,-5.5,32.0
191.0,55.0,90.0,15.0,-4.5,32.0
167.0,15.0,85.0,45.0,-1.5,13.0
127.0,60.0,60.0,90.0,-1.5,29.0
65.0,10.0,205.0,40.0,-3.5,22.0
125.0,65.0,115.0,65.0,-3.5,31.0
169.0,90.0,115.0,10.0,-5.5,19.0
197.0,5.0,55.0,35.0,-4.0,19.0
95.0,60.0,190.0,30.0,-2.0,37.0
91.0,40.0,40.0,95.0,0.0,24.0
9.0,70.0,235.0,45.0,-1.0,27.0
87.0,135.0,190.0,5.0,-1.0,25.0
163.0,105.0,145.0,75.0,-4.5,38.0
65.0,55.0,65.0,60.0,-5.0,26.0
59.0,130.0,300.0,85.0,-2.5,16.0
159.0,140.0,205.0,0.0,-5.5,38.0
131.0,115.0,255.0,5.0,-1.0,22.0
143.0,50.0,170.0,50.0,-6.0,37.0
175.0,80.0,215.0,0.0,-3.0,16.0
65.0,30.0,45.0,95.0,-1.5,17.0
163.0,55.0,200.0,25.0,-2.0,16.0
129.0,120.0,205.0,30.0,-6.0,18.0
107.0,100.0,80.0,60.0,-1.0,33.0
189.0,30.0,30.0,65.0,0.0,31.0
161.0,140.0,170.0,70.0,-5.5,13.0
23.0,45.0,260.0,25.0,-4.0,13.0
97.0,105.0,35.0,25.0,-1.5,25.0
129.0,50.0,260.0,5.0,-4.5,19.0
99.0,135.0,175.0,20.0,-2.5,35.0
187.0,85.0,275.0,65.0,-3.0,20.0
175.0,145.0,175.0,55.0,-3.5,14.0
77.0,30.0,125.0,15.0,-0.5,38.0
73.0,110.0,235.0,40.0,-3.0,27.0
193.0,50.0,230.0,45.0,-4.5,12.0
175.0,110.0,155.0,10.0,-0.5,22.0
199.0,35.0,185.0,60.0,-0.5,18.0
81.0,65.0,90.0,90.0,-5.5,21.0
69.0,105.0,50.0,75.0,-3.5,33.0
51.0,15.0,185.0,15.0,-3.5,21.0
155.0,85.0,260.0,95.0,-2.5,15.0
113.0,25.0,65.0,35.0,-2.5,13.0
95.0,105.0,35.0,40.0,-2.0,13.0
117.0,75.0,235.0,85.0,-5.0,30.0
113.0,0.0,130.0,0.0,-4.0,37.0
37.0,60.0,45.0,55.0,-2.0,24.0
77.0,140.0,75.0,45.0,-1.0,38.0
1.0,110.0,140.0,50.0,-3.5,21.0
127.0,70.0,75.0,70.0,-6.0,15.0
143.0,5.0,160.0,30.0,-0.5,20.0
111.0,30.0,120.0,85.0,-6.0,14.0
145.0,65.0,220.0,25.0,-1.5,25.0
141.0,45.0,100.0,95.0,-2.5,31.0
157.0,140.0,110.0,65.0,-3.5,22.0
193.0,40.0,195.0,5.0,-2.5,39.0
183.0,145.0,255.0,85.0,-0.5,40.0
193.0,40.0,120.0,40.0,-3.5,35.0
95.0,20.0,195.0,5.0,-0.5,35.0
7.0,65.0,60.0,80.0,-1.5,38.0
85.0,110.0,165.0,5.0,-1.0,19.0
113.0,75.0,150.0,45.0,-2.5,13.0
109.0,130.0,180.0,95.0,-4.5,16.0
53.0,15.0,95.0,65.0,-5.5,37.0
41.0,45.0,255.0,0.0,-3.5,29.0
63.0,95.0,285.0,25.0,-5.0,15.0
93.0,15.0,65.0,55.0,-4.0,23.0
57.0,135.0,280.0,15.0,-4.0,18.0
155.0,0.0,160.0,20.0,-0.5,27.0
55.0,20.0,175.0,30.0,-4.0,16.0
149.0,45.0,70.0,95.0,-4.0,20.0
51.0,15.0,130.0,60.0,-6.0,36.0
83.0,20.0,210.0,95.0,-5.0,17.0
129.0,95.0,205.0,40.0,-4.5,18.0
163.0,115.0,150.0,20.0,-1.5,38.0
31.0,25.0,95.0,65.0,-1.5,38.0
139.0,105.0,120.0,40.0,-3.0,34.0
39.0,30.0,110.0,30.0,-4.5,28.0
57.0,35.0,150.0,0.0,-4.5,36.0
197.0,15.0,65.0,35.0,-3.0,40.0
91.0,105.0,180.0,0.0,-1.5,18.0
27.0,15.0,125.0,40.0,-3.0,40.0
79.0,25.0,270.0,55.0,-4.0,21.0
67.0,20.0,225.0,35.0,-1.5,36.0
63.0,45.0,190.0,15.0,-0.5,13.0
131.0,115.0,55.0,55.0,-0.5,13.0
11.0,150.0,295.0,45.0,-1.0,22.0
197.0,125.0,100.0,20.0,-3.0,30.0
93.0,50.0,300.0,55.0,-0.5,29.0
119.0,130.0,35.0,30.0,-1.0,19.0
169.0,95.0,30.0,30.0,-5.0,14.0
103.0,95.0,60.0,5.0,-2.0,28.0
195.0,65.0,65.0,0.0,-1.0,27.0
67.0,130.0,225.0,15.0,-6.0,24.0
5.0,10.0,265.0,80.0,-5.0,26.0
113.0,70.0,205.0,80.0,-2.5,23.0
31.0,45.0,150.0,10.0,-2.5,30.0
39.0,10.0,265.0,30.0,-6.0,40.0
79.0,135.0,170.0,15.0,-3.5,21.0
89.0,10.0,255.0,95.0,-4.5,36.0
115.0,80.0,165.0,30.0,-3.5,21.0
101.0,145.0,275.0,100.0,-3.5,28.0
9.0,55.0,295.0,65.0,-1.0,37.0
191.0,125.0,250.0,85.0,-2.5,39.0
175.0,15.0,40.0,80.0,-2.0,15.0
143.0,60.0,200.0,5.0,-4.0,33.0
35.0,110.0,125.0,55.0,-1.5,18.0
55.0,65.0,200.0,60.0,-2.0,39.0
171.0,100.0,245.0,45.0,-1.5,25.0
43.0,80.0,265.0,15.0,-3.0,36.0
29.0,40.0,230.0,70.0,-3.0,33.0
15.0,130.0,205.0,50.0,-4.0,18.0
79.0,80.0,85.0,95.0,-2.5,16.0
89.0,115.0,160.0,95.0,0.0,30.0
45.0,100.0,85.0,45.0,-4.0,29.0
69.0,10.0,205.0,30.0,-2.0,15.0
161.0,10.0,40.0,30.0,-2.5,13.0
179.0,140.0,285.0,35.0,-0.5,35.0
199.0,10.0,120.0,25.0,-5.0,17.0
33.0,25.0,80.0,70.0,-3.0,37.0
117.0,85.0,280.0,10.0,-5.5,34.0
169.0,95.0,80.0,60.0,-3.0,17.0
93.0,95.0,40.0,45.0,-1.0,13.0
195.0,55.0,255.0,45.0,-3.5,33.0
121.0,115.0,45.0,70.0,-1.0,29.0
73.0,100.0,230.0,75.0,-1.5,38.0
69.0,145.0,205.0,70.0,-3.5,13.0
11.0,90.0,75.0,20.0,-4.0,33.0
155.0,10.0,230.0,90.0,-1.0,19.0
47.0,135.0,145.0,85.0,-2.0,28.0
197.0,30.0,295.0,35.0,-2.0,23.0
131.0,125.0,190.0,65.0,-2.0,20.0
127.0,135.0,210.0,25.0,-4.5,33.0
141.0,125.0,170.0,70.0,-5.5,16.0
97.0,110.0,135.0,40.0,-4.5,21.0
85.0,40.0,200.0,55.0,-1.5,20.0
85.0,145.0,60.0,75.0,-2.0,33.0
111.0,80.0,175.0,70.0,-6.0,23.0
97.0,90.0,220.0,75.0,-1.5,30.0
105.0,60.0,265.0,5.0,-6.0,21.0
45.0,145.0,240.0,10.0,-4.0,36.0
117.0,110.0,95.0,95.0,-5.0,16.0
35.0,50.0,265.0,35.0,0.0,29.0
151.0,15.0,155.0,75.0,-1.0,26.0
83.0,25.0,170.0,20.0,-4.5,24.0
49.0,140.0,130.0,15.0,-4.0,14.0
47.0,10.0,35.0,80.0,-0.5,25.0
133.0,20.0,110.0,60.0,0.0,22.0
65.0,100.0,245.0,90.0,-5.0,40.0
21.0,70.0,295.0,15.0,-4.0,31.0
167.0,95.0,30.0,15.0,0.0,21.0
53.0,35.0,100.0,0.0,-2.0,21.0
139.0,125.0,85.0,50.0,-3.5,13.0
127.0,40.0,215.0,90.0,-4.5,14.0
25.0,75.0,45.0,15.0,-3.5,20.0
87.0,5.0,130.0,100.0,-4.5,26.0
57.0,30.0,50.0,5.0,-1.0,19.0
187.0,125.0,85.0,45.0,-5.0,24.0
29.0,40.0,285.0,0.0,0.0,32.0
77.0,125.0,275.0,90.0,-0.5,21.0
189.0,70.0,110.0,15.0,-5.5,31.0
29.0,35.0,165.0,50.0,-4.0,14.0
155.0,0.0,170.0,80.0,-6.0,34.0
107.0,5.0,280.0,70.0,-1.5,24.0
149.0,50.0,30.0,70.0,-4.5,12.0
193.0,115.0,90.0,35.0,-1.0,30.0
91.0,0.0,90.0,55.0,-3.0,36.0
199.0,125.0,50.0,55.0,-5.5,16.0
23.0,65.0,155.0,90.0,-4.5,38.0
87.0,35.0,110.0,75.0,-2.0,26.0
141.0,50.0,290.0,55.0,-0.5,24.0
151.0,60.0,135.0,65.0,-3.0,36.0
105.0,40.0,55.0,80.0,-2.0,26.0
49.0,145.0,175.0,20.0,-6.0,17.0
177.0,45.0,45.0,70.0,-3.0,23.0
93.0,140.0,190.0,40.0,-1.5,34.0
131.0,85.0,100.0,5.0,-3.5,16.0
91.0,115.0,200.0,10.0,-3.5,35.0
51.0,30.0,60.0,85.0,-3.5,36.0
169.0,60.0,140.0,100.0,-2.5,36.0
35.0,75.0,75.0,60.0,-4.5,38.0
99.0,60.0,80.0,45.0,-3.5,34.0
21.0,145.0,275.0,5.0,-2.5,20.0
165.0,90.0,95.0,45.0,-0.5,39.0
191.0,110.0,155.0,85.0,-2.0,30.0
49.0,90.0,120.0,80.0,-4.5,20.0
107.0,95.0,155.0,35.0,-1.5,16.0
27.0,10.0,225.0,45.0,-2.0,38.0
129.0,80.0,130.0,45.0,-1.0,37.0
159.0,115.0,235.0,65.0,-2.5,27.0
33.0,85.0,190.0,80.0,-0.5,30.0
79.0,20.0,290.0,25.0,-5.5,33.0
109.0,125.0,120.0,60.0,-3.5,14.0
63.0,55.0,40.0,85.0,-5.5,36.0
53.0,20.0,90.0,20.0,-1.5,28.0
159.0,95.0,45.0,50.0,-5.5,15.0
147.0,40.0,80.0,0.0,-5.0,19.0
121.0,40.0,280.0,80.0,-4.0,17.0
193.0,150.0,145.0,30.0,-5.0,38.0
151.0,110.0,285.0,15.0,-5.0,24.0
103.0,5.0,245.0,10.0,-4.0,22.0
