ego_start_x,ego_start_speed,target_start_x,target_start_speed,target_decel,target_decel_trigger
127.0,120.0,145.0,30.0,-4.0,34.0
89.0,15.0,240.0,15.0,-1.5,33.0
117.0,95.0,110.0,45.0,-2.0,0.0
5.0,45.0,230.0,55.0,-5.5,17.0
143.0,90.0,115.0,70.0,-7.5,35.0
157.0,30.0,85.0,50.0,-5.0,29.0
29.0,25.0,120.0,60.0,-3.0,6.0
159.0,45.0,115.0,25.0,-4.5,9.0
163.0,5.0,45.0,65.0,-4.5,27.0
13.0,45.0,135.0,85.0,-1.5,25.0
47.0,95.0,45.0,55.0,-1.5,27.0
127.0,30.0,30.0,40.0,-0.5,30.0
93.0,45.0,120.0,70.0,-4.5,20.0
77.0,30.0,240.0,45.0,-3.0,8.0
193.0,15.0,70.0,50.0,-5.0,26.0
157.0,0.0,195.0,70.0,-7.5,17.0
107.0,90.0,160.0,10.0,-7.0,28.0
61.0,25.0,220.0,50.0,-3.0,15.0
185.0,120.0,170.0,80.0,-2.5,1.0
93.0,120.0,130.0,20.0,-1.0,24.0
45.0,0.0,60.0,80.0,-5.5,33.0
187.0,10.0,110.0,95.0,-0.5,33.0
129.0,35.0,205.0,80.0,-5.5,25.0
109.0,10.0,170.0,75.0,-6.5,4.0
139.0,130.0,115.0,35.0,-7.0,34.0
87.0,145.0,70.0,5.0,-5.0,13.0
33.0,55.0,215.0,60.0,-6.0,24.0
95.0,20.0,120.0,90.0,-2.5,12.0
161.0,85.0,35.0,95.0,-3.5,28.0
175.0,35.0,180.0,20.0,-7.5,40.0
151.0,30.0,50.0,35.0,-1.0,30.0
141.0,60.0,285.0,75.0,-3.5,34.0
193.0,45.0,255.0,40.0,-6.5,3.0
49.0,130.0,120.0,40.0,-6.5,9.0
97.0,140.0,50.0,65.0,-4.5,25.0
117.0,60.0,35.0,85.0,-6.0,33.0
129.0,55.0,45.0,95.0,-6.0,16.0
173.0,50.0,75.0,65.0,-1.0,23.0
117.0,55.0,95.0,5.0,-6.0,4.0
181.0,70.0,290.0,85.0,-6.0,30.0
99.0,110.0,70.0,85.0,-5.0,2.0
177.0,80.0,115.0,90.0,-4.5,33.0
9.0,10.0,155.0,75.0,-3.0,7.0
145.0,115.0,165.0,0.0,-7.5,12.0
95.0,65.0,90.0,90.0,-7.5,28.0
35.0,35.0,95.0,75.0,-0.5,23.0
139.0,45.0,70.0,95.0,-6.5,18.0
27.0,50.0,65.0,45.0,-7.5,9.0
29.0,45.0,75.0,95.0,-5.0,8.0
189.0,95.0,70.0,95.0,-2.5,2.0
109.0,135.0,170.0,20.0,-4.5,11.0
47.0,25.0,260.0,70.0,-6.5,13.0
199.0,15.0,270.0,50.0,-7.5,27.0
65.0,20.0,235.0,40.0,-3.0,12.0
55.0,35.0,35.0,40.0,-5.5,6.0
185.0,135.0,90.0,55.0,-4.5,12.0
9.0,95.0,175.0,75.0,-0.5,13.0
137.0,75.0,155.0,80.0,-2.5,40.0
181.0,75.0,75.0,60.0,-4.0,9.0
167.0,35.0,140.0,80.0,-7.0,4.0
97.0,35.0,290.0,65.0,0.0,16.0
99.0,130.0,75.0,70.0,-3.5,9.0
87.0,30.0,200.0,35.0,-0.5,6.0
165.0,85.0,55.0,80.0,-6.0,25.0
103.0,100.0,230.0,85.0,-4.5,19.0
125.0,125.0,185.0,20.0,-5.5,21.0
183.0,5.0,290.0,45.0,-6.5,12.0
49.0,130.0,80.0,80.0,-3.5,14.0
131.0,10.0,145.0,10.0,-1.0,20.0
83.0,65.0,65.0,10.0,-0.5,34.0
135.0,105.0,110.0,15.0,-4.5,23.0
187.0,15.0,160.0,75.0,-1.0,25.0
87.0,100.0,90.0,70.0,-2.5,29.0
195.0,40.0,75.0,55.0,-7.0,21.0
13.0,80.0,95.0,80.0,-7.5,37.0
197.0,145.0,55.0,80.0,-6.5,8.0
5.0,10.0,45.0,95.0,-4.0,38.0
47.0,40.0,280.0,20.0,-1.5,10.0
53.0,50.0,185.0,40.0,-3.5,13.0
111.0,125.0,80.0,85.0,-4.5,12.0
133.0,20.0,110.0,30.0,-4.0,20.0
75.0,120.0,75.0,20.0,-6.5,14.0
153.0,95.0,215.0,20.0,-2.5,3.0
11.0,35.0,140.0,75.0,-2.0,5.0
9.0,60.0,205.0,45.0,-7.5,19.0
81.0,65.0,80.0,30.0,-6.0,20.0
179.0,90.0,170.0,40.0,-4.0,25.0
169.0,100.0,100.0,50.0,-5.5,21.0
81.0,55.0,255.0,30.0,-5.0,32.0
183.0,80.0,80.0,90.0,-1.0,20.0
175.0,70.0,190.0,15.0,-2.0,22.0
199.0,10.0,105.0,25.0,-3.0,35.0
129.0,70.0,260.0,80.0,-0.5,24.0
171.0,100.0,105.0,50.0,-3.5,37.0
3.0,30.0,195.0,60.0,-8.0,29.0
155.0,100.0,85.0,50.0,-5.0,19.0
193.0,95.0,85.0,15.0,-3.5,26.0
129.0,100.0,110.0,50.0,-1.5,32.0
55.0,130.0,145.0,5.0,-3.0,39.0
97.0,40.0,230.0,35.0,-8.0,7.0
89.0,55.0,280.0,80.0,-4.5,7.0
147.0,85.0,110.0,80.0,-6.5,4.0
27.0,60.0,175.0,80.0,-5.0,20.0
13.0,145.0,50.0,95.0,-6.5,24.0
135.0,90.0,40.0,30.0,-4.0,11.0
41.0,15.0,160.0,45.0,-3.0,39.0
141.0,135.0,55.0,85.0,-4.0,22.0
99.0,40.0,105.0,55.0,-3.0,12.0
151.0,65.0,185.0,70.0,-7.0,7.0
159.0,25.0,180.0,85.0,-4.0,40.0
35.0,130.0,50.0,10.0,-6.5,37.0
83.0,125.0,35.0,50.0,-6.0,10.0
133.0,125.0,110.0,50.0,-6.0,33.0
69.0,5.0,245.0,80.0,-5.5,28.0
29.0,45.0,160.0,60.0,-5.5,20.0
199.0,15.0,170.0,65.0,-6.0,14.0
11.0,50.0,125.0,85.0,-1.0,7.0
91.0,20.0,45.0,65.0,-7.0,25.0
71.0,135.0,55.0,15.0,-7.0,36.0
133.0,45.0,270.0,45.0,-0.5,36.0
13.0,25.0,205.0,95.0,-3.5,19.0
195.0,5.0,235.0,15.0,-6.0,15.0
31.0,50.0,225.0,80.0,-6.0,14.0
187.0,10.0,195.0,80.0,-1.5,10.0
89.0,145.0,95.0,70.0,-8.0,20.0
189.0,45.0,100.0,60.0,0.0,11.0
31.0,15.0,45.0,60.0,-0.5,18.0
149.0,5.0,225.0,90.0,-0.5,6.0
159.0,5.0,55.0,65.0,-4.0,16.0
135.0,135.0,70.0,45.0,-6.0,9.0
183.0,5.0,220.0,95.0,-2.5,35.0
47.0,25.0,125.0,15.0,-7.0,20.0
155.0,85.0,115.0,10.0,-6.0,13.0
81.0,55.0,255.0,35.0,-6.5,17.0
115.0,130.0,70.0,55.0,-2.0,30.0
155.0,35.0,90.0,80.0,-5.5,24.0
129.0,10.0,290.0,95.0,-4.0,38.0
143.0,145.0,150.0,80.0,-6.5,29.0
97.0,55.0,130.0,75.0,-3.0,10.0
111.0,10.0,40.0,35.0,-1.5,21.0
175.0,0.0,230.0,10.0,-3.0,31.0
143.0,75.0,285.0,90.0,-4.0,25.0
63.0,40.0,120.0,55.0,-6.0,16.0
65.0,50.0,275.0,35.0,-0.5,22.0
179.0,20.0,90.0,60.0,-3.0,2.0
39.0,75.0,40.0,5.0,-3.0,2.0
183.0,25.0,230.0,50.0,-2.0,4.0
41.0,140.0,45.0,75.0,-2.0,29.0
129.0,60.0,240.0,45.0,-3.0,33.0
197.0,5.0,255.0,75.0,-1.5,6.0
179.0,5.0,300.0,60.0,-6.5,5.0
141.0,125.0,135.0,30.0,-4.0,9.0
115.0,120.0,70.0,50.0,-3.0,17.0
167.0,115.0,160.0,0.0,-7.0,11.0
